Sample Number,Sample Time,Sample Type Code,Variable Name,VMV Code,Value,Unit Code,Detection Limit,Flag,Status
19PY000302,1/30/2019 10:50,1,Sulphate Dissolved,8265,96400,UG/L,2.5,,U
19PY000411,2/18/2019 13:55,1,Rubidium Total,107928,0.862,UG/L,0.001,,U
19PY000411,2/18/2019 13:55,1,Strontium Dissolved,107968,328,UG/L,0.05,,U
19PY000575,3/4/2019 13:30,1,Gallium Total,107918,0.002,UG/L,0.001,,U
19PY000575,3/4/2019 13:30,1,Nickel Dissolved,107960,0.64,UG/L,0.02,,U
19PY000575,3/4/2019 13:30,1,Silver Total,107904,0.001,UG/L,0.001,L,U
19PY000580,3/18/2019 12:00,1,Cyanide Total,109641,5,UG/L,0.005,L,U
19PY000580,3/18/2019 12:00,1,Alkalinity Total CaCO3,10101,135000,UG/L,0.5,,U
19PY000657,4/3/2019 10:25,1,Lanthanum Dissolved,107955,0.028,UG/L,0.001,,U
19PY000679,4/17/2019 12:17,1,Strontium Dissolved,107968,316,UG/L,0.05,,U
19PY000804,5/15/2019 12:55,1,Aluminum Total,107905,608,UG/L,0.5,,U
19PY000804,5/15/2019 12:55,1,Manganese Total,107921,75.9,UG/L,0.05,,U
19PY000808,5/29/2019 12:30,1,Yttrium Dissolved,107974,0.083,UG/L,0.001,,U
19PY000813,6/12/2019 9:45,1,Potassium dissolved/filtered,1181,1000,UG/L,0.1,,U
19PY000933,6/26/2019 11:59,1,Rubidium Total,107928,1.01,UG/L,0.001,,U
18PY005645,2/27/2018 14:50,1,Uranium Dissolved,107971,2.03,UG/L,0.0005,,U
